7.797912955284118652e-01,1.174216389656066895e+00,6.664410233497619629e-01,1.192280769348144531e+00,1.157998800277709961e+00,1.377165198326110840e+00,1.420507907867431641e+00,1.389596343040466309e+00,1.857635378837585449e+00,1.170835256576538086e+00,-1.333944499492645264e-01,3.409378230571746826e-02,7.332734763622283936e-02,3.813461363315582275e-01,8.190631270408630371e-01,1.064377665519714355e+00,9.773336052894592285e-01,1.132596254348754883e+00,9.382833242416381836e-01,1.096663236618041992e+00,1.322353482246398926e+00,1.267229318618774414e+00,1.676626920700073242e+00,1.417193770408630371e+00,-5.971938371658325195e-03,1.159659028053283691e-02,-1.769189834594726562e-01,-1.493353545665740967e-01,-2.298754081130027771e-02,1.270315051078796387e-01,5.382502079010009766e-01,5.557682514190673828e-01,4.642121791839599609e-01,7.126068472862243652e-01,5.624581575393676758e-01,4.019707441329956055e-01,3.835451602935791016e-02,5.805368423461914062e-01,7.394813895225524902e-01,-3.653672337532043457e-02,-9.057560563087463379e-02,4.762837290763854980e-01,3.447477817535400391e-01,5.873307585716247559e-01,5.909470319747924805e-01,6.407097578048706055e-01,4.389935135841369629e-01,5.749903917312622070e-01,7.332499623298645020e-01,1.012384057044982910e+00,1.097150683403015137e+00,7.398543357849121094e-01,2.040928602218627930e-02
5.629905462265014648e-01,2.830837368965148926e-01,1.183012604713439941e+00,8.735681772232055664e-01,2.056977272033691406e+00,1.843264460563659668e+00,1.537865400314331055e+00,1.077622532844543457e+00,1.007139921188354492e+00,4.328578948974609375e+00,1.658219933509826660e+00,1.547893047332763672e+00,8.871213793754577637e-01,9.292459487915039062e-01,9.738304615020751953e-01,1.327148675918579102e+00,9.088010191917419434e-01,9.093548655509948730e-01,1.449777841567993164e+00,1.044357776641845703e+00,1.353335499763488770e+00,1.154623746871948242e+00,1.433566570281982422e+00,3.994495391845703125e+00,1.571250438690185547e+00,8.689823150634765625e-01,2.782467305660247803e-01,-2.488493919372558594e-01,-5.588413476943969727e-01,-1.552589237689971924e-01,-1.361342966556549072e-01,7.159723639488220215e-01,3.240269124507904053e-01,-1.314755976200103760e-01,4.349066615104675293e-01,5.270835161209106445e-01,6.214330792427062988e-01,7.549380660057067871e-01,9.898879528045654297e-01,-5.542267560958862305e-01,-4.147253930568695068e-01,-4.194626808166503906e-01,4.162632822990417480e-01,1.970603764057159424e-01,5.816200971603393555e-01,3.955692350864410400e-01,3.262033164501190186e-01,3.675529956817626953e-01,4.984506368637084961e-01,3.602052927017211914e-01,8.163346052169799805e-01,3.085597991943359375e+00,1.205687284469604492e+00
3.606278300285339355e-01,-8.287584781646728516e-02,-2.360793948173522949e-02,-3.450697958469390869e-01,1.531379669904708862e-01,2.527865171432495117e-01,2.718619704246520996e-01,-2.823368459939956665e-02,-5.507470369338989258e-01,8.652501702308654785e-01,1.144668936729431152e+00,1.185908913612365723e+00,1.157925009727478027e+00,9.981275200843811035e-01,8.707206249237060547e-01,8.739658594131469727e-01,8.583636879920959473e-01,9.736374616622924805e-01,5.879917740821838379e-01,5.818049907684326172e-01,7.510456442832946777e-01,5.751006603240966797e-01,-1.225358247756958008e-02,1.069227218627929688e+00,1.215680360794067383e+00,9.865273237228393555e-01,3.753448128700256348e-01,5.272842943668365479e-02,-3.192773461341857910e-01,-4.554116725921630859e-02,-5.419980734586715698e-03,9.036296606063842773e-01,7.203358411788940430e-01,3.872331380844116211e-01,6.638483405113220215e-01,1.123068332672119141e+00,1.050994515419006348e+00,6.209875345230102539e-01,5.964053869247436523e-01,-3.294107317924499512e-01,-5.522212386131286621e-01,-1.592565774917602539e-01,1.524876952171325684e-01,5.511656403541564941e-02,2.409481108188629150e-01,3.419013619422912598e-01,5.150082707405090332e-01,1.611606180667877197e-01,1.360609829425811768e-01,-3.415067791938781738e-01,-5.390547215938568115e-03,7.641279101371765137e-01,1.257573127746582031e+00
5.066473484039306641e-01,3.066057860851287842e-01,1.709075719118118286e-01,2.286913245916366577e-01,2.149568498134613037e-01,3.917159140110015869e-01,6.063656806945800781e-01,3.726740777492523193e-01,9.499779343605041504e-02,9.407249689102172852e-01,9.676511883735656738e-01,1.073680162429809570e+00,1.184515953063964844e+00,1.024267077445983887e+00,9.598574638366699219e-01,9.862900972366333008e-01,1.128292918205261230e+00,1.080043315887451172e+00,5.224167108535766602e-01,5.486729145050048828e-01,8.603793382644653320e-01,5.776487588882446289e-01,4.571939706802368164e-01,1.250254154205322266e+00,1.349356174468994141e+00,1.357958078384399414e+00,8.536631464958190918e-01,5.331881046295166016e-01,2.876676917076110840e-01,1.604512035846710205e-01,3.736772835254669189e-01,8.808384537696838379e-01,6.777406334877014160e-01,5.266114473342895508e-01,3.827476501464843750e-01,7.810198664665222168e-01,5.429921150207519531e-01,6.827895641326904297e-01,9.769421815872192383e-01,4.043391942977905273e-01,-7.866211980581283569e-02,1.931941658258438110e-01,7.129310071468353271e-02,1.434187889099121094e-01,2.113133221864700317e-01,2.983798682689666748e-01,4.249189496040344238e-01,1.026068106293678284e-01,1.687523424625396729e-01,-4.776853322982788086e-02,-2.464359253644943237e-02,5.015903711318969727e-01,1.021482110023498535e+00
6.230697631835937500e-01,7.415885329246520996e-01,3.149257004261016846e-01,6.256353259086608887e-01,4.042395353317260742e-01,3.419324457645416260e-01,5.110918879508972168e-01,1.917646527290344238e-01,2.330136001110076904e-01,-9.075123071670532227e-02,6.336035132408142090e-01,5.557047724723815918e-01,8.940993547439575195e-01,8.633229732513427734e-01,1.018050789833068848e+00,1.002695560455322266e+00,1.149995326995849609e+00,1.286465644836425781e+00,6.912806034088134766e-01,5.962611436843872070e-01,7.337019443511962891e-01,2.503794431686401367e-01,2.276100367307662964e-01,1.908430457115173340e-02,9.163948297500610352e-01,9.862966537475585938e-01,1.215628862380981445e+00,7.698984146118164062e-01,1.206851124763488770e+00,6.185718178749084473e-01,8.148393630981445312e-01,1.220518827438354492e+00,1.298653125762939453e+00,1.407327771186828613e+00,8.486893773078918457e-01,6.745551228523254395e-01,2.668207585811614990e-01,4.214443564414978027e-01,5.089327692985534668e-01,1.020161151885986328e+00,1.179412007331848145e-01,3.350221514701843262e-01,-5.158378928899765015e-02,2.370627820491790771e-01,2.314720451831817627e-01,5.713200941681861877e-02,5.535347387194633484e-02,9.820504486560821533e-02,4.515022039413452148e-03,4.333797097206115723e-01,-1.224893331527709961e-02,3.456452488899230957e-02,7.507576942443847656e-01
5.902652740478515625e-01,6.373001337051391602e-01,1.871197223663330078e-01,4.017557501792907715e-01,2.294005304574966431e-01,1.708981543779373169e-01,3.615905046463012695e-01,3.671573400497436523e-01,3.395116925239562988e-01,-7.413908839225769043e-02,4.152946472167968750e-01,3.130896091461181641e-01,3.745605647563934326e-01,4.487211108207702637e-01,5.987863540649414062e-01,5.455205440521240234e-01,9.782420396804809570e-01,9.895148277282714844e-01,9.514545202255249023e-01,7.526854276657104492e-01,7.705078125000000000e-01,3.432337045669555664e-01,2.331864386796951294e-01,-5.872734263539314270e-02,6.201276779174804688e-01,4.770501852035522461e-01,7.069423794746398926e-01,5.010276436805725098e-01,6.211565136909484863e-01,3.998799324035644531e-01,5.636527538299560547e-01,8.004806041717529297e-01,9.865259528160095215e-01,1.161292672157287598e+00,8.594509363174438477e-01,1.046740531921386719e+00,6.721526384353637695e-01,6.123356819152832031e-01,3.554907143115997314e-01,5.594639182090759277e-01,2.887166142463684082e-01,3.920764327049255371e-01,5.317541956901550293e-02,2.595300078392028809e-01,3.940094709396362305e-01,1.576684415340423584e-02,3.386407494544982910e-01,1.732817292213439941e-01,3.478334471583366394e-02,1.140533089637756348e-01,-1.739548742771148682e-01,-1.133601069450378418e-01,3.260778784751892090e-01
1.019177436828613281e+00,1.099793434143066406e+00,5.825449824333190918e-01,1.042225122451782227e+00,7.086164951324462891e-01,4.572919309139251709e-01,6.541162729263305664e-01,5.560353994369506836e-01,7.382768392562866211e-01,1.163946017622947693e-01,1.948946118354797363e-01,-8.647205680608749390e-02,3.480377793312072754e-01,3.946905434131622314e-01,6.470333933830261230e-01,5.328351259231567383e-01,9.018613100051879883e-01,9.541428089141845703e-01,1.057302713394165039e+00,7.235155105590820312e-01,9.004154801368713379e-01,6.969888210296630859e-01,1.256744384765625000e+00,-4.920958727598190308e-02,4.460066556930541992e-01,6.396343708038330078e-01,1.805028915405273438e+00,5.635729432106018066e-01,9.512665271759033203e-01,5.706005096435546875e-01,1.078172206878662109e+00,9.945899248123168945e-01,1.107373714447021484e+00,1.205660820007324219e+00,6.556798815727233887e-01,6.919395923614501953e-01,-1.560297459363937378e-01,1.865093708038330078e-01,9.580335579812526703e-03,4.743938446044921875e-01,1.795618832111358643e-01,6.340305209159851074e-01,1.112994179129600525e-01,4.727318286895751953e-01,4.443980455398559570e-01,1.845939010381698608e-01,-2.056365162134170532e-01,1.699573099613189697e-01,4.010501503944396973e-02,4.112120568752288818e-01,2.410661429166793823e-02,1.189856231212615967e-01,2.038314044475555420e-01
9.031956195831298828e-01,1.289007425308227539e+00,4.565777778625488281e-01,9.730204343795776367e-01,5.592755079269409180e-01,2.444615960121154785e-01,5.743104815483093262e-01,7.604351043701171875e-01,1.164534926414489746e+00,4.052713811397552490e-01,4.444759786128997803e-01,1.736935377120971680e-01,2.125277668237686157e-01,1.029370352625846863e-01,2.904694080352783203e-01,1.341457664966583252e-01,6.393473148345947266e-01,7.393139004707336426e-01,9.184955358505249023e-01,8.090987205505371094e-01,7.311893701553344727e-01,3.976992964744567871e-01,7.422040700912475586e-01,4.324967861175537109e-01,4.580625891685485840e-01,4.106768965721130371e-01,6.116178035736083984e-01,5.862181186676025391e-01,8.032538294792175293e-01,5.419610142707824707e-01,9.234286546707153320e-01,3.219850063323974609e-01,6.965411901473999023e-01,1.193042516708374023e+00,6.507593393325805664e-01,6.814109683036804199e-01,-6.386351585388183594e-02,2.710840702056884766e-01,2.680639624595642090e-01,3.431140184402465820e-01,3.256414830684661865e-02,5.747069716453552246e-01,-1.955904215574264526e-01,2.444945722818374634e-01,4.112526178359985352e-01,3.435302674770355225e-01,3.336418271064758301e-01,4.735805094242095947e-01,3.174232244491577148e-01,5.320630669593811035e-01,4.882220923900604248e-01,1.295156031847000122e-01,2.298158407211303711e-01
1.263675928115844727e+00,2.377497673034667969e+00,7.980525493621826172e-01,1.443153381347656250e+00,8.819498419761657715e-01,4.789873957633972168e-01,7.804311513900756836e-01,9.263040423393249512e-01,2.206462860107421875e+00,2.769252061843872070e-01,3.936519026756286621e-01,1.834070235490798950e-01,4.191755056381225586e-01,3.354826867580413818e-01,8.022410273551940918e-01,5.151761770248413086e-01,9.462988376617431641e-01,1.111264467239379883e+00,1.276914119720458984e+00,1.219515800476074219e+00,1.057751893997192383e+00,7.732744812965393066e-01,1.128727197647094727e+00,3.373587727546691895e-01,3.419364094734191895e-01,5.171416401863098145e-01,7.561942934989929199e-01,8.177374601364135742e-01,1.430205821990966797e+00,9.081281423568725586e-01,1.362033367156982422e+00,6.801636219024658203e-01,1.177409291267395020e+00,2.296841621398925781e+00,1.122080683708190918e+00,5.519333481788635254e-01,-3.931862115859985352e-01,1.183732151985168457e-01,2.816067337989807129e-01,6.147742271423339844e-01,5.557625740766525269e-02,9.118768572807312012e-01,1.678601503372192383e-01,6.942952871322631836e-01,6.324139833450317383e-01,6.388998031616210938e-01,3.399327695369720459e-01,6.929291486740112305e-01,4.833540022373199463e-01,1.044213175773620605e+00,8.541830778121948242e-01,3.127828240394592285e-02,1.627457141876220703e-02
9.246690869331359863e-01,1.269634008407592773e+00,1.062141895294189453e+00,1.165234565734863281e+00,1.126735925674438477e+00,5.924717187881469727e-01,7.902497053146362305e-01,6.643142700195312500e-01,1.039467811584472656e+00,9.066132903099060059e-01,8.153353929519653320e-01,5.302011966705322266e-01,4.360588192939758301e-01,4.257077276706695557e-01,5.082803964614868164e-01,3.702909350395202637e-01,6.270467638969421387e-01,7.783765792846679688e-01,1.124270796775817871e+00,1.273133039474487305e+00,1.075911760330200195e+00,1.203474879264831543e+00,1.037896633148193359e+00,7.925934791564941406e-01,5.588557124137878418e-01,5.330930948257446289e-01,4.632673859596252441e-01,4.260532259941101074e-01,6.477846503257751465e-01,9.063868522644042969e-01,9.091936349868774414e-01,6.621102094650268555e-01,9.092597961425781250e-01,1.269158840179443359e+00,1.356645107269287109e+00,1.091162681579589844e+00,1.749013662338256836e-01,1.569830477237701416e-01,1.316982060670852661e-01,4.817075282335281372e-02,-1.909965649247169495e-02,2.942838072776794434e-01,2.351582348346710205e-01,4.179890751838684082e-01,6.481598019599914551e-01,6.871070861816406250e-01,5.094903707504272461e-01,9.252831935882568359e-01,6.617806553840637207e-01,7.240142226219177246e-01,6.771533489227294922e-01,8.278026580810546875e-01,4.630523324012756348e-01
